Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1
0.91216,0.74587,0.33046,0.458,0.94293,0.82439,0.27439,0.41174,0.89609,0.77253,0.13041,0.22315,0.79594,0.58108,0.036513,0.068709,0.89566,0.70541,0.20242,0.31457
0.92821,0.77182,0.33495,0.46717,0.94127,0.82145,0.27215,0.40885,0.88209,0.72704,0.12271,0.20998,0.78014,0.5401,0.033015,0.062227,0.90409,0.71674,0.20365,0.31718
0.92198,0.77005,0.33282,0.46477,0.94467,0.82807,0.27428,0.41207,0.89846,0.77708,0.12975,0.22237,0.80505,0.59041,0.035926,0.067731,0.9029,0.71733,0.20288,0.31631
0.92693,0.773,0.33089,0.46341,0.94498,0.82145,0.27162,0.40825,0.89823,0.77666,0.12851,0.22053,0.80469,0.59021,0.035443,0.066871,0.90327,0.71244,0.19981,0.3121
0.93062,0.78184,0.33258,0.46665,0.94525,0.83321,0.27478,0.41327,0.89285,0.75709,0.1254,0.21517,0.79299,0.56982,0.033948,0.064078,0.90506,0.71537,0.20077,0.31354
0.92084,0.76356,0.32968,0.46053,0.94403,0.82513,0.27384,0.4112,0.89562,0.76978,0.12928,0.22138,0.79884,0.57778,0.035101,0.066181,0.89602,0.69955,0.19827,0.30897
0.92372,0.76946,0.33105,0.46293,0.94512,0.83101,0.27498,0.41323,0.89751,0.77433,0.129,0.22116,0.80503,0.58846,0.035924,0.067715,0.90111,0.71029,0.2005,0.31272
0.9237,0.77241,0.3275,0.45997,0.94356,0.82366,0.27163,0.40853,0.89263,0.75391,0.12493,0.21434,0.78079,0.54554,0.032738,0.06177,0.90493,0.71479,0.2,0.31255
0.92637,0.77241,0.33581,0.46811,0.9421,0.82513,0.27377,0.41113,0.88869,0.74778,0.12605,0.21574,0.79372,0.5706,0.034848,0.065684,0.90265,0.71518,0.20458,0.31815
0.92019,0.7671,0.32978,0.46127,0.94323,0.82586,0.27388,0.41134,0.89817,0.77581,0.12993,0.22258,0.80063,0.58516,0.035337,0.06665,0.9008,0.71674,0.20291,0.31628
0.91937,0.76238,0.33086,0.46146,0.94405,0.82366,0.27335,0.41047,0.89716,0.77402,0.1298,0.22232,0.80155,0.5838,0.035869,0.067586,0.89947,0.71029,0.20206,0.31461
0.92461,0.76828,0.33088,0.46255,0.94529,0.82733,0.27363,0.41125,0.89939,0.77899,0.12929,0.22177,0.80665,0.59312,0.035929,0.067754,0.9036,0.71811,0.20236,0.31574
0.92463,0.76887,0.32988,0.46167,0.94525,0.82733,0.27363,0.41125,0.89994,0.77857,0.12939,0.22191,0.80652,0.59293,0.03578,0.067488,0.90347,0.71928,0.20243,0.31594
0.91183,0.74705,0.32995,0.45773,0.94236,0.82292,0.27485,0.41207,0.89151,0.76259,0.1299,0.22198,0.79045,0.56341,0.035264,0.066373,0.88888,0.68451,0.19659,0.30545
0.91988,0.76356,0.33112,0.46192,0.94409,0.82807,0.27461,0.41244,0.89781,0.77603,0.13009,0.22283,0.8029,0.58516,0.035883,0.067619,0.90108,0.71381,0.20275,0.3158
0.91788,0.75531,0.32998,0.4593,0.94387,0.82733,0.2745,0.41223,0.89699,0.7737,0.13002,0.22263,0.80111,0.58594,0.03627,0.068312,0.90012,0.71166,0.20301,0.3159
0.91361,0.74941,0.32682,0.45515,0.94379,0.8266,0.2752,0.41292,0.89253,0.76386,0.12943,0.22135,0.79413,0.57157,0.035367,0.066612,0.89146,0.69213,0.19717,0.30691
0.92021,0.7671,0.32995,0.46143,0.94509,0.82807,0.27394,0.41169,0.89943,0.78036,0.13046,0.22355,0.80649,0.5906,0.035801,0.06751,0.90095,0.71342,0.20126,0.31395
0.92945,0.78007,0.33409,0.46782,0.94317,0.82219,0.2722,0.40899,0.89135,0.75233,0.12508,0.21449,0.79518,0.56729,0.033945,0.064057,0.90376,0.71401,0.20086,0.31352
0.923,0.77005,0.33189,0.46386,0.94499,0.8266,0.27359,0.41111,0.89933,0.77857,0.12953,0.22211,0.80565,0.59429,0.036188,0.068222,0.90234,0.71674,0.2022,0.31542
0.9244,0.76887,0.33617,0.4678,0.93973,0.81999,0.27286,0.40947,0.87831,0.71773,0.1228,0.20972,0.77963,0.54613,0.033788,0.063639,0.89736,0.71069,0.20422,0.31727
0.91523,0.75059,0.32928,0.45775,0.94285,0.81999,0.2718,0.40827,0.89435,0.7701,0.12955,0.22179,0.79496,0.57467,0.035777,0.067361,0.89536,0.70033,0.19967,0.31074
0.91506,0.75413,0.33083,0.45991,0.94469,0.8266,0.27466,0.41231,0.89667,0.77645,0.13045,0.22337,0.80125,0.59079,0.036911,0.069481,0.89956,0.70971,0.202,0.31449
0.92553,0.773,0.33114,0.46366,0.94416,0.82145,0.27189,0.40855,0.89742,0.77444,0.12827,0.22008,0.80221,0.58497,0.035125,0.06627,0.90129,0.70971,0.19912,0.31099
0.92741,0.77712,0.33291,0.46614,0.94555,0.82954,0.27403,0.41197,0.89924,0.77708,0.12894,0.22118,0.80784,0.59604,0.035851,0.067634,0.90466,0.71791,0.2015,0.31468
0.92356,0.76887,0.3324,0.46414,0.94443,0.83248,0.2758,0.41434,0.89682,0.77285,0.12897,0.22105,0.80785,0.59429,0.03602,0.067923,0.90667,0.72143,0.20425,0.31836
0.92272,0.76946,0.3324,0.46425,0.94468,0.8288,0.27459,0.41251,0.89872,0.77677,0.12956,0.22208,0.80494,0.5939,0.036247,0.068324,0.90246,0.71811,0.20317,0.31673
0.91771,0.76002,0.33196,0.46209,0.94382,0.82366,0.27355,0.4107,0.89635,0.77222,0.1298,0.22225,0.80058,0.58439,0.036152,0.068091,0.89857,0.70854,0.20206,0.31445
0.92371,0.77064,0.33215,0.46422,0.94515,0.8288,0.27432,0.41221,0.89894,0.7774,0.1294,0.22187,0.80606,0.59487,0.036206,0.068258,0.90329,0.7187,0.2028,0.31634
0.91009,0.74528,0.33011,0.45756,0.9412,0.82292,0.27505,0.4123,0.8902,0.75846,0.12996,0.2219,0.7856,0.55778,0.035095,0.066036,0.88645,0.68392,0.19713,0.30604
0.92733,0.77653,0.33249,0.46562,0.94524,0.83174,0.27516,0.41352,0.89757,0.77179,0.12818,0.21985,0.80547,0.58808,0.035448,0.066865,0.90363,0.71459,0.20117,0.31395
0.87859,0.69281,0.34009,0.45622,0.93752,0.8097,0.27433,0.40982,0.88176,0.74937,0.13893,0.23441,0.77063,0.54535,0.039872,0.074311,0.87828,0.67572,0.20735,0.31732
0.78287,0.54363,0.36821,0.43905,0.8455,0.67671,0.27567,0.39175,0.79615,0.59088,0.14134,0.22811,0.60383,0.23616,0.067227,0.10466,0.73485,0.48466,0.22249,0.30498
0.92939,0.77535,0.33291,0.46582,0.9436,0.82586,0.27321,0.41059,0.89209,0.75603,0.12604,0.21606,0.79829,0.5739,0.034584,0.065236,0.90363,0.71264,0.20155,0.31423
0.92375,0.77241,0.33215,0.46454,0.94511,0.82513,0.27304,0.4103,0.89969,0.77909,0.12944,0.22199,0.80628,0.59565,0.036164,0.068187,0.90247,0.71616,0.20175,0.31481
0.83638,0.62441,0.3425,0.44236,0.93432,0.80382,0.27668,0.41167,0.8704,0.72133,0.14244,0.2379,0.7257,0.44591,0.043975,0.080056,0.8654,0.66009,0.21115,0.31995
0.93294,0.78833,0.3345,0.4697,0.94663,0.83395,0.27475,0.41333,0.89943,0.77529,0.1274,0.21884,0.81147,0.59837,0.035446,0.066928,0.90826,0.72436,0.20202,0.31592
0.91278,0.74823,0.33786,0.46552,0.93457,0.80602,0.26927,0.40368,0.85866,0.66684,0.1183,0.20094,0.74639,0.45659,0.03086,0.057813,0.88997,0.68744,0.20543,0.31633
0.92129,0.76946,0.33359,0.46541,0.9445,0.83101,0.27592,0.41429,0.89579,0.77285,0.12907,0.22119,0.80421,0.5939,0.036828,0.069355,0.90196,0.71537,0.20322,0.31652
0.9121,0.75767,0.32433,0.45422,0.94029,0.81999,0.27153,0.40797,0.88434,0.73625,0.12419,0.21253,0.76375,0.52068,0.032025,0.060338,0.90237,0.7101,0.20026,0.31242
0.90944,0.74646,0.3315,0.45911,0.94212,0.82366,0.27516,0.41251,0.89303,0.76545,0.13026,0.22263,0.79425,0.57332,0.036633,0.068865,0.89451,0.70209,0.20336,0.31537
0.92936,0.77889,0.33333,0.46687,0.94538,0.8288,0.27372,0.41153,0.89819,0.77455,0.12828,0.22011,0.80718,0.5939,0.035599,0.067171,0.90563,0.7185,0.20169,0.31496
0.75067,0.48703,0.38419,0.42954,0.77428,0.62895,0.28186,0.38927,0.75342,0.53565,0.14739,0.23117,0.58081,0.21363,0.072141,0.10786,0.67859,0.39461,0.22462,0.28628
0.93125,0.78302,0.33451,0.46876,0.94529,0.83101,0.27438,0.41255,0.89721,0.77042,0.12754,0.21885,0.80681,0.59118,0.035344,0.066701,0.90729,0.72163,0.20241,0.31615
0.9266,0.77182,0.33376,0.466,0.94312,0.82586,0.27388,0.41134,0.89184,0.7554,0.1268,0.21715,0.79858,0.58011,0.035343,0.066627,0.90308,0.7142,0.20348,0.31673
0.87521,0.68219,0.34404,0.4574,0.9321,0.80088,0.27595,0.41047,0.86298,0.70144,0.12887,0.21774,0.75531,0.52301,0.03888,0.072379,0.86682,0.65677,0.19994,0.30656
0.92748,0.77712,0.33216,0.4654,0.94297,0.82292,0.27211,0.40898,0.88955,0.7463,0.1244,0.21325,0.78009,0.54205,0.032661,0.061609,0.90453,0.71557,0.20118,0.31406
0.92321,0.77064,0.33156,0.46364,0.94507,0.82586,0.27328,0.41067,0.89974,0.77952,0.12955,0.22218,0.806,0.59584,0.036204,0.06826,0.90216,0.71557,0.20164,0.31462
0.8493,0.65861,0.3114,0.42287,0.92296,0.79868,0.28403,0.41904,0.8706,0.72038,0.14404,0.24008,0.7608,0.5236,0.035954,0.067288,0.84673,0.63001,0.19855,0.30194
0.90418,0.73821,0.33422,0.46012,0.94209,0.81999,0.274,0.41075,0.89395,0.76915,0.13085,0.22365,0.78848,0.56904,0.03717,0.069782,0.89312,0.70092,0.20353,0.31546
0.92724,0.77476,0.33148,0.46431,0.94593,0.82954,0.2741,0.41204,0.89894,0.77708,0.1286,0.22068,0.80869,0.59487,0.03584,0.067607,0.90265,0.71283,0.19997,0.31232
0.92877,0.7783,0.33199,0.46544,0.94567,0.83321,0.27518,0.41372,0.89428,0.7664,0.12698,0.21786,0.79799,0.57875,0.034615,0.065322,0.90093,0.7058,0.19865,0.31004
0.923,0.77182,0.33316,0.46542,0.94596,0.83248,0.2752,0.41365,0.89967,0.77983,0.12948,0.22208,0.80816,0.60031,0.036852,0.069441,0.90403,0.71909,0.20245,0.31595
0.76031,0.41627,0.40182,0.40892,0.91266,0.76341,0.28119,0.411,0.84081,0.6643,0.13882,0.22966,0.65276,0.30433,0.061915,0.1029,0.81324,0.59484,0.23765,0.33962
0.73591,0.42335,0.42385,0.4236,0.89506,0.73475,0.28121,0.40675,0.82202,0.62664,0.14657,0.23757,0.61768,0.24548,0.070105,0.10906,0.73114,0.48916,0.2663,0.34486
0.90075,0.73054,0.3355,0.45983,0.94213,0.81925,0.27349,0.41008,0.89217,0.76291,0.13005,0.22223,0.78342,0.55428,0.037349,0.069982,0.89318,0.69877,0.20493,0.31691
0.92985,0.78184,0.33426,0.4683,0.94435,0.83101,0.27471,0.41292,0.8952,0.76471,0.12735,0.21835,0.80124,0.58264,0.03496,0.065962,0.9061,0.71948,0.20265,0.31623
