Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1
0.94344,0.81117,0.26947,0.40454,0.8866,0.7416,0.11953,0.20588,0.89591,0.77592,0.12919,0.22149,0.80595,0.59177,0.035757,0.067438,0.89494,0.70131,0.19755,0.30826
0.94657,0.8266,0.27227,0.40961,0.89504,0.75693,0.12044,0.20782,0.89986,0.78068,0.12791,0.21981,0.81325,0.60478,0.035707,0.067432,0.90556,0.71479,0.19874,0.31101
0.94668,0.82954,0.2729,0.41069,0.89506,0.75653,0.12034,0.20764,0.89852,0.77708,0.12738,0.21887,0.80489,0.5906,0.034748,0.065634,0.9063,0.71967,0.19989,0.31288
0.94508,0.81999,0.27127,0.40767,0.8906,0.75103,0.12033,0.20742,0.89781,0.77814,0.12888,0.22113,0.80998,0.60031,0.035907,0.067761,0.89964,0.70776,0.19793,0.30935
0.94364,0.81925,0.27155,0.4079,0.88999,0.74298,0.11921,0.20545,0.89543,0.77127,0.12776,0.21921,0.80398,0.59099,0.035285,0.066594,0.90031,0.70697,0.19802,0.30938
0.94617,0.83248,0.27367,0.41193,0.89654,0.76263,0.12103,0.20891,0.8984,0.77306,0.1263,0.21713,0.80252,0.58361,0.034315,0.064819,0.90993,0.72729,0.20167,0.31578
0.94548,0.83027,0.27334,0.41128,0.89572,0.76066,0.12095,0.20871,0.89738,0.76957,0.12594,0.21646,0.79844,0.57448,0.033876,0.06398,0.90924,0.72651,0.20166,0.31569
0.94501,0.81852,0.27105,0.40724,0.89146,0.75044,0.12004,0.20698,0.89726,0.77539,0.12827,0.22012,0.81267,0.60342,0.035986,0.067921,0.90127,0.71205,0.19867,0.31066
0.94427,0.81925,0.27109,0.40738,0.8926,0.75084,0.11978,0.2066,0.89879,0.77518,0.12742,0.21886,0.80485,0.59079,0.034778,0.065688,0.90283,0.71283,0.19841,0.31042
0.94391,0.81778,0.27087,0.40695,0.88853,0.74435,0.11963,0.20614,0.89655,0.77656,0.12893,0.22114,0.80355,0.59448,0.035656,0.067276,0.8986,0.70639,0.19844,0.30984
0.94576,0.82733,0.27264,0.41013,0.89417,0.75614,0.12047,0.20783,0.9003,0.77941,0.12804,0.21995,0.80786,0.59701,0.035191,0.066465,0.90606,0.71928,0.20022,0.31324
0.94561,0.82586,0.27235,0.40962,0.89489,0.75752,0.12056,0.20801,0.89505,0.76523,0.12539,0.21548,0.7976,0.57642,0.033933,0.064093,0.90593,0.71811,0.19963,0.31241
0.94699,0.83248,0.2738,0.41207,0.89536,0.75653,0.1203,0.20759,0.89848,0.77624,0.1272,0.21858,0.80619,0.59507,0.034982,0.066079,0.90532,0.71811,0.19934,0.31205
0.94588,0.83321,0.27418,0.41259,0.89596,0.76105,0.12091,0.20867,0.89914,0.77476,0.12669,0.21777,0.80383,0.58749,0.034511,0.065192,0.90861,0.72358,0.20069,0.31423
0.9462,0.83101,0.27339,0.41142,0.89644,0.76145,0.12093,0.20871,0.89861,0.77423,0.12663,0.21766,0.80328,0.58322,0.03429,0.064771,0.91011,0.7267,0.20157,0.3156
0.94648,0.82807,0.27288,0.41049,0.89406,0.75634,0.12059,0.20801,0.90063,0.7811,0.12847,0.22065,0.81235,0.60497,0.035852,0.067692,0.90497,0.71557,0.19944,0.31194
0.94594,0.8266,0.27233,0.40969,0.89523,0.75732,0.12051,0.20793,0.8976,0.77444,0.12692,0.2181,0.80488,0.5873,0.034561,0.065281,0.90753,0.72202,0.20067,0.31406
0.94647,0.82954,0.27277,0.41055,0.89616,0.7585,0.12029,0.20764,0.89831,0.77433,0.12633,0.21722,0.8051,0.58769,0.034419,0.06503,0.90778,0.72182,0.19991,0.31311
0.94579,0.83101,0.27358,0.41165,0.89554,0.76302,0.12127,0.20928,0.89751,0.77074,0.12607,0.2167,0.79856,0.57332,0.033785,0.06381,0.90918,0.7267,0.20165,0.3157
0.94633,0.82586,0.27235,0.40962,0.89271,0.7528,0.12014,0.2072,0.89898,0.77878,0.12819,0.22014,0.81047,0.59817,0.03545,0.066934,0.90242,0.71069,0.19796,0.30967
0.94618,0.82733,0.27244,0.4099,0.89464,0.75693,0.12039,0.20773,0.89972,0.7792,0.12762,0.21932,0.80902,0.5972,0.03513,0.066356,0.90563,0.71576,0.19885,0.31123
